"","Contract.Number","Plan.Benefit.Package","Contract.Name","Plan.Type","Average.Part.C.Risk.Score","Average.A.B.PM.PM.Payment","Average.Rebate.PM.PM.Payment","date","payment","rebate","Plan.ID","contract_plan"
"732","H2012",87,"HUMANA HEALTH PLAN, INC.","HMO",0.895,"$768.06 ","$26.89 ",2016-06-30,768.06,26.89,87,"H2012_87"
"733","H2012",88,"HUMANA HEALTH PLAN, INC.","HMO",1.044,"$775.86 ","$41.76 ",2016-06-30,775.86,41.76,88,"H2012_88"
"734","H2012",90,"HUMANA HEALTH PLAN, INC.","HMO",0.976,"$714.28 ","$54.61 ",2016-06-30,714.28,54.61,90,"H2012_90"
"735","H2012",93,"HUMANA HEALTH PLAN, INC.","HMO",0.982,"$764.72 ","$13.30 ",2016-06-30,764.72,13.3,93,"H2012_93"
"736","H2012",95,"HUMANA HEALTH PLAN, INC.","HMO",1.426,"$790.22 ","$19.73 ",2016-06-30,790.22,19.73,95,"H2012_95"
"737","H2012",96,"HUMANA HEALTH PLAN, INC.","HMO",0.935,"$729.70 ","$60.63 ",2016-06-30,729.7,60.63,96,"H2012_96"
"738","H2012",97,"HUMANA HEALTH PLAN, INC.","HMO",1.016,"$727.10 ","$64.66 ",2016-06-30,727.1,64.66,97,"H2012_97"
"739","H2012",99,"HUMANA HEALTH PLAN, INC.","HMO",1.016,"$703.45 ","$75.06 ",2016-06-30,703.45,75.06,99,"H2012_99"
"740","H2012",100,"HUMANA HEALTH PLAN, INC.","HMO",0.997,"$705.15 ","$72.60 ",2016-06-30,705.15,72.6,100,"H2012_100"
"741","H2012",101,"HUMANA HEALTH PLAN, INC.","HMO",1.017,"$710.93 ","$59.70 ",2016-06-30,710.93,59.7,101,"H2012_101"
"742","H2012",102,"HUMANA HEALTH PLAN, INC.","HMO",1.086,"$786.06 ","$65.99 ",2016-06-30,786.06,65.99,102,"H2012_102"
"743","H2012",103,"HUMANA HEALTH PLAN, INC.","HMO",1.568,"$791.79 ","$20.41 ",2016-06-30,791.79,20.41,103,"H2012_103"
"744","H2012",104,"HUMANA HEALTH PLAN, INC.","HMO",1.353,"$803.85 ","$19.20 ",2016-06-30,803.85,19.2,104,"H2012_104"
"745","H2012",801,"HUMANA HEALTH PLAN, INC.","HMO",1.042,"$776.79 ","$24.15 ",2016-06-30,776.79,24.15,801,"H2012_801"
"746","H2029",1,"HUMANA INSURANCE OF PUERTO RICO, INC.","Local PPO",0.989,"$493.87 ","$0.00 ",2016-06-30,493.87,0,1,"H2029_1"
"747","H2029",801,"HUMANA INSURANCE OF PUERTO RICO, INC.","Local PPO",1.029,"$454.24 ","$20.18 ",2016-06-30,454.24,20.18,801,"H2029_801"
"748","H2034",1,"COMMUNITY CARE HEALTH PLAN, INC.","HMO",2.687,"$745.66 ","$43.16 ",2016-06-30,745.66,43.16,1,"H2034_1"
"749","H2034",2,"COMMUNITY CARE HEALTH PLAN, INC.","HMO",1.743,"$770.09 ","$26.46 ",2016-06-30,770.09,26.46,2,"H2034_2"
"750","H2108",1,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",1.414,"$874.80 ","$22.42 ",2016-06-30,874.8,22.42,1,"H2108_1"
"751","H2108",20,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",2.894,"$851.85 ","$117.49 ",2016-06-30,851.85,117.49,20,"H2108_20"
"752","H2108",22,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",1.167,"$911.24 ","$20.85 ",2016-06-30,911.24,20.85,22,"H2108_22"
"753","H2108",28,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",0.921,"$672.50 ","$53.86 ",2016-06-30,672.5,53.86,28,"H2108_28"
"754","H2108",29,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",1.487,"$730.74 ","$40.69 ",2016-06-30,730.74,40.69,29,"H2108_29"
"755","H2108",30,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",1.616,"$878.11 ","$58.41 ",2016-06-30,878.11,58.41,30,"H2108_30"
"756","H2108",32,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",0.866,"$671.29 ","$63.38 ",2016-06-30,671.29,63.38,32,"H2108_32"
"757","H2108",33,"BRAVO HEALTH MID-ATLANTIC, INC.","HMO",0.994,"$825.95 ","$62.68 ",2016-06-30,825.95,62.68,33,"H2108_33"
"758","H2161",1,"UPPER PENINSULA HEALTH PLAN, LLC","HMO",1.404,"$742.67 ","$42.50 ",2016-06-30,742.67,42.5,1,"H2161_1"
"759","H2161",2,"UPPER PENINSULA HEALTH PLAN, LLC","HMO",1.001,"$676.90 ","$65.33 ",2016-06-30,676.9,65.33,2,"H2161_2"
"760","H2165",5,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","HMO",1.082,"$637.56 ","$64.02 ",2016-06-30,637.56,64.02,5,"H2165_5"
"761","H2165",18,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","HMO",1.069,"$653.34 ","$92.08 ",2016-06-30,653.34,92.08,18,"H2165_18"
"762","H2165",19,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","HMO",1.444,"$708.42 ","$79.23 ",2016-06-30,708.42,79.23,19,"H2165_19"
"763","H2171",1,"CARE N' CARE INSURANCE COMPANY, INC.","HMO",0.965,"$609.86 ","$182.90 ",2016-06-30,609.86,182.9,1,"H2171_1"
"764","H2174",1,"TRILLIUM COMMUNITY HEALTH PLAN","HMO",1.266,"$762.50 ","$22.69 ",2016-06-30,762.5,22.69,1,"H2174_1"
"765","H2174",3,"TRILLIUM COMMUNITY HEALTH PLAN","HMO",2.388,"$768.89 ","$42.61 ",2016-06-30,768.89,42.61,3,"H2174_3"
"766","H2174",5,"TRILLIUM COMMUNITY HEALTH PLAN","HMO",1.846,"$757.59 ","$38.37 ",2016-06-30,757.59,38.37,5,"H2174_5"
"767","H2224",1,"SENIOR WHOLE HEALTH, LLC","HMO",1.254,"$792.19 ","$37.77 ",2016-06-30,792.19,37.77,1,"H2224_1"
"768","H2224",3,"SENIOR WHOLE HEALTH, LLC","HMO",2.109,"$809.10 ","$41.21 ",2016-06-30,809.1,41.21,3,"H2224_3"
"769","H2225",1,"COMMONWEALTH CARE ALLIANCE, INC.","HMO",1.814,"$819.04 ","$49.25 ",2016-06-30,819.04,49.25,1,"H2225_1"
"770","H2226",1,"UNITEDHEALTHCARE INSURANCE COMPANY","HMO",1.442,"$835.35 ","$0.54 ",2016-06-30,835.35,0.54,1,"H2226_1"
"771","H2228",1,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.673,"$813.94 ","$75.28 ",2016-06-30,813.94,75.28,1,"H2228_1"
"772","H2228",2,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.651,"$803.71 ","$65.23 ",2016-06-30,803.71,65.23,2,"H2228_2"
"773","H2228",10,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.799,"$857.11 ","$83.23 ",2016-06-30,857.11,83.23,10,"H2228_10"
"774","H2228",13,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.772,"$744.97 ","$101.24 ",2016-06-30,744.97,101.24,13,"H2228_13"
"775","H2228",15,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.728,"$755.03 ","$35.75 ",2016-06-30,755.03,35.75,15,"H2228_15"
"776","H2228",16,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.987,"$805.48 ","$47.85 ",2016-06-30,805.48,47.85,16,"H2228_16"
"777","H2228",17,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.896,"$769.65 ","$64.42 ",2016-06-30,769.65,64.42,17,"H2228_17"
"778","H2228",18,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.137,"$757.72 ","$50.23 ",2016-06-30,757.72,50.23,18,"H2228_18"
"779","H2228",19,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.021,"$762.37 ","$41.08 ",2016-06-30,762.37,41.08,19,"H2228_19"
"780","H2228",20,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.977,"$748.48 ","$71.52 ",2016-06-30,748.48,71.52,20,"H2228_20"
"781","H2228",21,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.052,"$766.55 ","$41.66 ",2016-06-30,766.55,41.66,21,"H2228_21"
"782","H2228",22,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.169,"$776.28 ","$41.89 ",2016-06-30,776.28,41.89,22,"H2228_22"
"783","H2228",23,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.985,"$744.89 ","$43.78 ",2016-06-30,744.89,43.78,23,"H2228_23"
"784","H2228",24,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.941,"$678.75 ","$59.86 ",2016-06-30,678.75,59.86,24,"H2228_24"
"785","H2228",25,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.953,"$704.89 ","$44.80 ",2016-06-30,704.89,44.8,25,"H2228_25"
"786","H2228",29,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.078,"$784.32 ","$34.66 ",2016-06-30,784.32,34.66,29,"H2228_29"
"787","H2228",30,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.006,"$763.19 ","$52.63 ",2016-06-30,763.19,52.63,30,"H2228_30"
"788","H2228",31,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.019,"$768.69 ","$39.48 ",2016-06-30,768.69,39.48,31,"H2228_31"
"789","H2228",32,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.862,"$773.37 ","$31.48 ",2016-06-30,773.37,31.48,32,"H2228_32"
"790","H2228",33,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.155,"$801.47 ","$29.41 ",2016-06-30,801.47,29.41,33,"H2228_33"
"791","H2228",34,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.139,"$813.59 ","$19.26 ",2016-06-30,813.59,19.26,34,"H2228_34"
"792","H2228",35,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.075,"$822.19 ","$8.79 ",2016-06-30,822.19,8.79,35,"H2228_35"
"793","H2228",36,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.964,"$801.96 ","$23.01 ",2016-06-30,801.96,23.01,36,"H2228_36"
"794","H2228",37,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.942,"$847.86 ","$8.78 ",2016-06-30,847.86,8.78,37,"H2228_37"
"795","H2228",41,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.422,"$767.28 ","$60.42 ",2016-06-30,767.28,60.42,41,"H2228_41"
"796","H2228",42,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.339,"$732.07 ","$41.31 ",2016-06-30,732.07,41.31,42,"H2228_42"
"797","H2228",43,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.347,"$707.50 ","$52.19 ",2016-06-30,707.5,52.19,43,"H2228_43"
"798","H2228",44,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.511,"$763.90 ","$47.19 ",2016-06-30,763.9,47.19,44,"H2228_44"
"799","H2228",45,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.424,"$794.27 ","$30.03 ",2016-06-30,794.27,30.03,45,"H2228_45"
"800","H2228",46,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.297,"$730.60 ","$37.44 ",2016-06-30,730.6,37.44,46,"H2228_46"
"801","H2228",805,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.2,"$837.88 ","$0.00 ",2016-06-30,837.88,0,805,"H2228_805"
"802","H2230",2,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.986,"$855.31 ","$0.00 ",2016-06-30,855.31,0,2,"H2230_2"
"803","H2230",16,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.659,"$761.52 ","$43.72 ",2016-06-30,761.52,43.72,16,"H2230_16"
"804","H2230",17,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.652,"$727.17 ","$59.12 ",2016-06-30,727.17,59.12,17,"H2230_17"
"805","H2230",801,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.644,"$813.46 ","$0.00 ",2016-06-30,813.46,0,801,"H2230_801"
"806","H2237",1,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",1.373,"$725.54 ","$48.08 ",2016-06-30,725.54,48.08,1,"H2237_1"
"807","H2237",7,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",2.344,"$750.29 ","$45.25 ",2016-06-30,750.29,45.25,7,"H2237_7"
"808","H2241",6,"GOLDEN STATE MEDICARE HEALTH PLAN","HMO",0.92,"$608.18 ","$169.81 ",2016-06-30,608.18,169.81,6,"H2241_6"
"809","H2256",1,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.37,"$789.91 ","$66.86 ",2016-06-30,789.91,66.86,1,"H2256_1"
"810","H2256",15,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.136,"$805.99 ","$44.88 ",2016-06-30,805.99,44.88,15,"H2256_15"
"811","H2256",16,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.254,"$812.92 ","$43.63 ",2016-06-30,812.92,43.63,16,"H2256_16"
"812","H2256",18,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.956,"$808.00 ","$38.90 ",2016-06-30,808,38.9,18,"H2256_18"
"813","H2256",19,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.959,"$820.89 ","$32.00 ",2016-06-30,820.89,32,19,"H2256_19"
"814","H2256",26,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.81,"$726.71 ","$74.52 ",2016-06-30,726.71,74.52,26,"H2256_26"
"815","H2256",28,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.775,"$705.26 ","$83.55 ",2016-06-30,705.26,83.55,28,"H2256_28"
"816","H2256",29,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.609,"$851.25 ","$32.78 ",2016-06-30,851.25,32.78,29,"H2256_29"
"817","H2256",33,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.468,"$765.18 ","$66.03 ",2016-06-30,765.18,66.03,33,"H2256_33"
"818","H2256",34,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.331,"$758.61 ","$64.84 ",2016-06-30,758.61,64.84,34,"H2256_34"
"819","H2256",36,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.104,"$710.85 ","$90.87 ",2016-06-30,710.85,90.87,36,"H2256_36"
"820","H2256",39,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.426,"$800.52 ","$30.66 ",2016-06-30,800.52,30.66,39,"H2256_39"
"821","H2256",40,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.611,"$772.34 ","$61.22 ",2016-06-30,772.34,61.22,40,"H2256_40"
"822","H2256",41,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.107,"$730.73 ","$77.33 ",2016-06-30,730.73,77.33,41,"H2256_41"
"823","H2256",42,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.876,"$805.49 ","$42.11 ",2016-06-30,805.49,42.11,42,"H2256_42"
"824","H2256",801,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.095,"$821.84 ","$29.57 ",2016-06-30,821.84,29.57,801,"H2256_801"
"825","H2256",802,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.118,"$829.76 ","$27.43 ",2016-06-30,829.76,27.43,802,"H2256_802"
"826","H2261",5,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","HMO",1.258,"$861.21 ","$0.00 ",2016-06-30,861.21,0,5,"H2261_5"
"827","H2261",19,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","HMO",0.711,"$750.31 ","$53.28 ",2016-06-30,750.31,53.28,19,"H2261_19"
"828","H2261",21,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","HMO",0.914,"$778.58 ","$37.65 ",2016-06-30,778.58,37.65,21,"H2261_21"
"829","H2261",801,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","HMO",1.044,"$861.69 ","$0.00 ",2016-06-30,861.69,0,801,"H2261_801"
"830","H2312",4,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.003,"$745.76 ","$58.92 ",2016-06-30,745.76,58.92,4,"H2312_4"
"831","H2312",6,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.812,"$783.95 ","$23.34 ",2016-06-30,783.95,23.34,6,"H2312_6"
"832","H2312",7,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.956,"$756.23 ","$44.79 ",2016-06-30,756.23,44.79,7,"H2312_7"
"833","H2312",10,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.283,"$776.10 ","$48.61 ",2016-06-30,776.1,48.61,10,"H2312_10"
"834","H2312",12,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.796,"$728.29 ","$52.07 ",2016-06-30,728.29,52.07,12,"H2312_12"
"835","H2312",801,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.983,"$783.91 ","$35.02 ",2016-06-30,783.91,35.02,801,"H2312_801"
"836","H2312",805,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.95,"$760.30 ","$46.65 ",2016-06-30,760.3,46.65,805,"H2312_805"
"837","H2312",807,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.893,"$769.69 ","$39.04 ",2016-06-30,769.69,39.04,807,"H2312_807"
"838","H2320",7,"PRIORITY HEALTH","HMO",1.054,"$768.01 ","$28.70 ",2016-06-30,768.01,28.7,7,"H2320_7"
"839","H2320",8,"PRIORITY HEALTH","HMO",0.99,"$773.26 ","$6.87 ",2016-06-30,773.26,6.87,8,"H2320_8"
"840","H2320",11,"PRIORITY HEALTH","HMO",0.871,"$708.97 ","$56.70 ",2016-06-30,708.97,56.7,11,"H2320_11"
"841","H2320",12,"PRIORITY HEALTH","HMO",0.807,"$716.39 ","$33.36 ",2016-06-30,716.39,33.36,12,"H2320_12"
"842","H2320",13,"PRIORITY HEALTH","HMO",1.076,"$739.85 ","$58.52 ",2016-06-30,739.85,58.52,13,"H2320_13"
"843","H2320",15,"PRIORITY HEALTH","HMO",0.826,"$671.18 ","$86.53 ",2016-06-30,671.18,86.53,15,"H2320_15"
"844","H2320",16,"PRIORITY HEALTH","HMO",1.028,"$778.31 ","$0.00 ",2016-06-30,778.31,0,16,"H2320_16"
"845","H2320",18,"PRIORITY HEALTH","HMO",0.907,"$713.92 ","$43.86 ",2016-06-30,713.92,43.86,18,"H2320_18"
"846","H2320",19,"PRIORITY HEALTH","HMO",1.025,"$793.01 ","$9.75 ",2016-06-30,793.01,9.75,19,"H2320_19"
"847","H2320",21,"PRIORITY HEALTH","HMO",0.891,"$750.29 ","$46.58 ",2016-06-30,750.29,46.58,21,"H2320_21"
"848","H2320",22,"PRIORITY HEALTH","HMO",0.909,"$690.71 ","$70.35 ",2016-06-30,690.71,70.35,22,"H2320_22"
"849","H2320",802,"PRIORITY HEALTH","HMO",0.902,"$808.57 ","$0.00 ",2016-06-30,808.57,0,802,"H2320_802"
"850","H2320",803,"PRIORITY HEALTH","HMO",0.726,"$797.59 ","$8.39 ",2016-06-30,797.59,8.39,803,"H2320_803"
"851","H2320",804,"PRIORITY HEALTH","HMO",0.747,"$790.24 ","$6.97 ",2016-06-30,790.24,6.97,804,"H2320_804"
"852","H2320",805,"PRIORITY HEALTH","HMO",0.945,"$773.60 ","$0.00 ",2016-06-30,773.6,0,805,"H2320_805"
"853","H2322",4,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",1.202,"$792.19 ","$0.00 ",2016-06-30,792.19,0,4,"H2322_4"
"854","H2322",8,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",0.903,"$789.19 ","$0.00 ",2016-06-30,789.19,0,8,"H2322_8"
"855","H2354",1,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.061,"$705.41 ","$36.19 ",2016-06-30,705.41,36.19,1,"H2354_1"
"856","H2354",15,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.892,"$663.35 ","$53.98 ",2016-06-30,663.35,53.98,15,"H2354_15"
"857","H2354",801,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.966,"$777.11 ","$0.00 ",2016-06-30,777.11,0,801,"H2354_801"
"858","H2354",802,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.991,"$783.32 ","$0.00 ",2016-06-30,783.32,0,802,"H2354_802"
"859","H2400",1,"SIGNATURE ADVANTAGE, LLC","HMO",3.189,"$710.56 ","$115.18 ",2016-06-30,710.56,115.18,1,"H2400_1"
"860","H2406",1,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local PPO",2.888,"$784.73 ","$92.35 ",2016-06-30,784.73,92.35,1,"H2406_1"
"861","H2406",805,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local PPO",0.812,"$791.01 ","$0.00 ",2016-06-30,791.01,0,805,"H2406_805"
"862","H2411",803,"FALLON COMMUNITY HEALTH PLAN","Local PPO",0.945,"$821.12 ","$0.00 ",2016-06-30,821.12,0,803,"H2411_803"
"863","H2416",1,"PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE","HMO",1.547,"$775.06 ","$21.30 ",2016-06-30,775.06,21.3,1,"H2416_1"
"864","H2417",1,"ITASCA MEDICAL CARE","HMO",1.703,"$694.40 ","$88.20 ",2016-06-30,694.4,88.2,1,"H2417_1"
"865","H2419",1,"SOUTH COUNTRY HEALTH ALLIANCE","HMO",1.645,"$749.99 ","$32.47 ",2016-06-30,749.99,32.47,1,"H2419_1"
"866","H2422",2,"HEALTHPARTNERS, INC.","HMO",1.505,"$738.49 ","$52.31 ",2016-06-30,738.49,52.31,2,"H2422_2"
"867","H2425",1,"BLUE PLUS","HMO",1.724,"$736.52 ","$43.14 ",2016-06-30,736.52,43.14,1,"H2425_1"
"868","H2456",2,"UCARE MINNESOTA","HMO",1.508,"$731.29 ","$12.78 ",2016-06-30,731.29,12.78,2,"H2456_2"
"869","H2458",2,"MEDICA HEALTH PLANS","HMO",1.644,"$775.85 ","$22.50 ",2016-06-30,775.85,22.5,2,"H2458_2"
"870","H2459",1,"UCARE MINNESOTA","HMO",0.756,"$692.68 ","$55.17 ",2016-06-30,692.68,55.17,1,"H2459_1"
"871","H2459",2,"UCARE MINNESOTA","HMO",0.995,"$749.15 ","$29.08 ",2016-06-30,749.15,29.08,2,"H2459_2"
"872","H2459",13,"UCARE MINNESOTA","HMO",0.859,"$751.92 ","$21.33 ",2016-06-30,751.92,21.33,13,"H2459_13"
"873","H2459",19,"UCARE MINNESOTA","HMO",0.623,"$688.51 ","$45.71 ",2016-06-30,688.51,45.71,19,"H2459_19"
"874","H2459",801,"UCARE MINNESOTA","HMO",0.877,"$786.09 ","$3.15 ",2016-06-30,786.09,3.15,801,"H2459_801"
"875","H2470",1,"FALLON HEALTH WEINBERG, INC.","HMO",1.991,"$757.89 ","$46.67 ",2016-06-30,757.89,46.67,1,"H2470_1"
"876","H2486",3,"HUMANA MEDICAL PLAN OF UTAH, INC.","HMO",0.889,"$690.36 ","$88.06 ",2016-06-30,690.36,88.06,3,"H2486_3"
"877","H2491",2,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",0.999,"$597.33 ","$60.74 ",2016-06-30,597.33,60.74,2,"H2491_2"
"878","H2491",4,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.276,"$693.29 ","$19.88 ",2016-06-30,693.29,19.88,4,"H2491_4"
"879","H2563",1,"OPTIMA HEALTH PLAN","HMO",1.009,"$610.44 ","$148.65 ",2016-06-30,610.44,148.65,1,"H2563_1"
"880","H2563",2,"OPTIMA HEALTH PLAN","HMO",1.093,"$646.29 ","$131.54 ",2016-06-30,646.29,131.54,2,"H2563_2"
"881","H2591",1,"HEALTH ALLIANCE - MIDWEST, INC.","Local PPO",0.953,"$756.25 ","$17.14 ",2016-06-30,756.25,17.14,1,"H2591_1"
"882","H2591",802,"HEALTH ALLIANCE - MIDWEST, INC.","Local PPO",0.531,"$700.29 ","$29.42 ",2016-06-30,700.29,29.42,802,"H2591_802"
"883","H2593",1,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",0.878,"$547.04 ","$120.62 ",2016-06-30,547.04,120.62,1,"H2593_1"
"884","H2593",3,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",2.493,"$593.76 ","$238.26 ",2016-06-30,593.76,238.26,3,"H2593_3"
"885","H2593",5,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",1.775,"$537.66 ","$244.62 ",2016-06-30,537.66,244.62,5,"H2593_5"
"886","H2593",6,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",1.534,"$528.30 ","$235.07 ",2016-06-30,528.3,235.07,6,"H2593_6"
"887","H2593",13,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",1.666,"$552.87 ","$222.14 ",2016-06-30,552.87,222.14,13,"H2593_13"
"888","H2593",18,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",0.582,"$471.40 ","$118.92 ",2016-06-30,471.4,118.92,18,"H2593_18"
"889","H2593",19,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","HMO",2.241,"$588.81 ","$241.09 ",2016-06-30,588.81,241.09,19,"H2593_19"
"890","H2610",5,"ESSENCE HEALTHCARE, INC.","HMO",1.191,"$600.78 ","$185.66 ",2016-06-30,600.78,185.66,5,"H2610_5"
"891","H2610",6,"ESSENCE HEALTHCARE, INC.","HMO",1.651,"$653.07 ","$205.53 ",2016-06-30,653.07,205.53,6,"H2610_6"
"892","H2610",11,"ESSENCE HEALTHCARE, INC.","HMO",0.985,"$551.00 ","$150.75 ",2016-06-30,551,150.75,11,"H2610_11"
"893","H2610",14,"ESSENCE HEALTHCARE, INC.","HMO",1.298,"$686.17 ","$142.66 ",2016-06-30,686.17,142.66,14,"H2610_14"
"894","H2610",15,"ESSENCE HEALTHCARE, INC.","HMO",0.846,"$614.70 ","$122.25 ",2016-06-30,614.7,122.25,15,"H2610_15"
"895","H2649",4,"HUMANA HEALTH PLAN, INC.","HMO",1.097,"$721.65 ","$81.38 ",2016-06-30,721.65,81.38,4,"H2649_4"
"896","H2649",12,"HUMANA HEALTH PLAN, INC.","HMO",0.822,"$760.04 ","$45.74 ",2016-06-30,760.04,45.74,12,"H2649_12"
"897","H2649",21,"HUMANA HEALTH PLAN, INC.","HMO",1.022,"$697.53 ","$76.71 ",2016-06-30,697.53,76.71,21,"H2649_21"
"898","H2649",23,"HUMANA HEALTH PLAN, INC.","HMO",1.058,"$663.75 ","$104.29 ",2016-06-30,663.75,104.29,23,"H2649_23"
"899","H2649",24,"HUMANA HEALTH PLAN, INC.","HMO",0.949,"$715.52 ","$67.56 ",2016-06-30,715.52,67.56,24,"H2649_24"
"900","H2649",25,"HUMANA HEALTH PLAN, INC.","HMO",1.452,"$682.71 ","$101.48 ",2016-06-30,682.71,101.48,25,"H2649_25"
